,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
19371124,-1.6,-0.37,-0.19,-1.41,-2.21,-1.52
19371126,4.88,4.12,2.22,6.02,5.84,2.92
19371127,6.98,5.82,3.4,7.64,5.5,3.84
19371129,-1.69,-1.52,-0.19,-2.72,-2.08,-0.93
19371130,1.9,1.82,1.26,6.12,1.85,1.23
19371201,-2.4,-1.85,-0.87,-2.6,-1.84,-0.63
19371202,0.93,0.88,-0.1,3.24,2.23,1.27
19371203,3.2,1.81,1.43,2.29,1.78,1.48
19371204,-0.33,0.25,0.72,0.39,0.28,0.07
19371206,-1.93,-1.51,-0.9,-2.17,-2.09,-0.94
19371207,0.09,0.04,-0.24,3.3,2.37,0.56
19371208,1.75,1.91,1.6,2.02,1.25,0.81
19371209,-2.05,-1.59,-0.81,-2.14,-2.31,-1.02
19371210,-1.05,-1.38,-0.72,-0.73,-1.17,-0.85
19371211,0.5,-0.37,0.04,-0.17,0.03,0.01
19371213,-3.96,-2.56,-1,-4.78,-3.57,-2.29
19371214,-0.58,-1.05,-0.7,0.22,0.18,0.33
19371215,-0.45,0.29,0.3,1.16,0.95,0.4
19371216,0.76,0.45,-0.57,1.37,1.44,1.13
19371217,-1.32,-1.7,-0.77,-1.58,-1.5,-0.02
19371218,0.86,0.62,0.14,1.75,1.4,1
19371220,1.14,1.42,0.56,2.12,2.2,1.02
19371221,-0.45,-1.04,0.2,0.4,0.62,0.21
19371222,-1.56,-1.23,-0.63,-3.12,-1.95,-0.94
19371223,-2.38,-1.36,-0.65,-1.8,-0.98,-0.52
19371224,0,-0.09,0.19,-0.76,-0.45,-0.19
19371227,-4.53,-3.42,-3.01,-5.18,-4.07,-2.28
19371228,-4.96,-5.06,-3.62,-6.25,-4.88,-2.48
19371229,-2.31,-0.61,-0.72,0.42,0.51,0.6
19371230,4.7,3.68,1.9,2.5,2.09,1.42
19371231,1.25,0.19,0.77,-1.04,-0.52,-0.18
19380103,3.08,2.28,0.83,-0.88,0.25,0.07
19380104,3.49,3.31,1.11,7.05,5.1,2.41
19380105,1.59,1.84,2.67,-3.17,-0.61,0.18
19380106,6.67,5.27,2.46,8.81,5.63,2.9
19380107,1.78,0.9,0.8,-1.89,-0.7,-0.42
19380108,4.12,2.98,2.12,5.12,3.73,1.5
19380110,4.86,3.44,3.08,4.13,2.9,1.27
19380111,0.91,0.99,1.32,0.56,1,0.59
19380112,0,-0.09,0.43,-0.84,-1.27,-0.49
19380113,-1.99,-1.17,-0.67,-3.61,-1.59,-0.86
19380114,-0.39,-0.36,-0.5,1.68,0.38,-0.12
19380115,2.38,2.33,0.9,3.47,2.85,1.18
19380117,-2.88,-2.02,0.4,-3.66,-3.05,-1.27
19380118,-1.91,-1.31,-1.17,-2.11,-1.24,-0.58
19380119,-2.19,-1.71,0.19,-2.26,-1.1,-0.99
19380120,2.38,1.04,0.66,2.36,2.3,1.13
19380121,-2.05,-0.54,-0.3,-2.67,-2.51,-0.96
19380122,-0.62,-0.97,-0.59,-0.37,-0.65,-0.49
19380124,0.41,-0.76,0.19,-0.43,-0.45,-0.07
19380125,-2.26,-1.28,-0.62,-2.72,-1.62,-0.93
19380126,-6.53,-5.32,-3.94,-5.09,-5.24,-2.84
19380127,-2.48,-1.99,-0.5,-3.03,-2.06,-1.14
19380128,-1.64,-1.8,-1.29,-1.13,-1.28,-1.03
19380129,0.77,1.18,0.86,0.79,-0.31,-0.17
19380131,1.15,0.62,0.64,2.92,2.24,0.62
19380201,2.23,2.02,1.72,2.73,1.88,1.4
19380202,-0.39,-0.54,-0.4,-2.58,-1.63,-0.89
19380203,-5.16,-4.09,-3.31,-5.35,-4.53,-3.47
19380204,1.34,0.75,0.33,4,2.21,1.38
19380205,3.12,2.84,1.98,2.12,2.38,1.37
19380207,-0.78,-0.33,-0.24,-3.02,-2.04,-0.8
19380208,2.4,2.37,1.7,6.12,4.59,2.52
19380209,1.51,1.14,0.63,-0.3,-0.19,-0.22
19380210,0.85,1.2,0.28,2.73,0.73,0.56
19380211,-0.76,-0.65,-0.39,-1.13,-0.37,-0.32
19380214,0.6,-0.03,0.11,1.24,0.93,0.76
19380215,-0.13,0.11,-0.66,-1.97,-1.22,-0.66
19380216,-0.97,-0.48,0.09,-0.56,-0.49,-0.24
19380217,3.03,3.13,1.89,4.47,3.52,1.79
19380218,-1.39,-0.61,-0.4,-2.47,-1.89,-0.76
19380219,0.63,0.39,0.02,0.85,1.32,1.16
19380221,1.98,0.87,0.89,2.61,1.77,1.34
19380223,3.91,2.44,1.31,4.85,3.67,1.79
19380224,-1.59,-0.72,-0.25,-2.94,-1.57,-0.77
19380225,1.41,0.64,0.61,1.92,0.69,0.38
19380226,-0.7,-0.44,-0.54,-1.2,-0.49,-0.28
19380228,-1.21,-1.25,-0.94,-2.41,-1.89,-1.1
19380301,0.17,0.42,-0.05,1.34,1.34,0.58
19380302,-0.89,-0.99,-0.01,-2.04,-0.95,-0.73
19380303,-1.13,-0.47,-0.36,-0.94,-1.07,-0.63
19380304,-0.8,-0.67,-0.4,-1.89,-1.01,-0.53
19380305,-0.87,-0.68,-0.46,-0.43,-0.26,-0.23
19380307,-1.88,-1.69,-1.13,-3.66,-2.36,-1.39
19380308,-2.02,-1.39,-0.98,0.48,-0.05,-0.72
19380309,0.68,-0.18,0.29,-1.32,-0.14,0.1
19380310,-0.95,-0.77,-0.24,-2.68,-1.16,-0.76
19380311,-3.1,-1.76,-1.3,-4.07,-2.42,-1.35
19380312,-0.33,-0.31,-0.25,1.18,0.23,0.28
19380314,1.04,1.24,1.7,2.14,1.77,1.07
19380315,2.54,2.76,1.87,3.07,3.29,2.12
19380316,-4.56,-3.64,-1.99,-8,-5.16,-2.87
19380317,-1.46,-1.4,-0.66,-2.68,-0.99,-0.67
19380318,-6.64,-5.47,-4.61,-5.72,-4.06,-2.91
19380319,2.73,2.14,1.26,4.19,2.86,1.52
19380321,0.99,0.65,0.75,-0.01,-0.14,-0.2
19380322,-4.08,-3.15,-2.84,-4.85,-3.61,-2.25
19380323,-5.32,-4.71,-3.59,-4.27,-2.98,-1.82
19380324,0.38,0.51,0.09,0.59,1.18,-0.03
19380325,-7.68,-6.63,-4.81,-8.54,-7.04,-4.24
19380326,-3.67,-3.75,-3.34,-3.71,-1.92,-1.94
19380328,2.2,1.18,0.3,3.24,1.22,0.54
19380329,-5.63,-4.55,-4.52,-8.49,-7.16,-4.35
19380330,-0.05,-0.96,0.21,-1.97,-0.36,-0.89
19380331,-1.06,-1.52,-1.44,-0.16,-2.02,-0.96
19380401,7.42,6,2.9,8.5,5.37,3.56
19380402,7.72,6.53,4.02,6.05,5.1,3.06
19380404,3.07,1.24,-0.08,1.82,-0.21,0.89
19380405,1.25,2.25,1.19,1.92,2.47,1.74
19380406,-2.02,-1.13,0.66,-3.94,-2.43,-1.25
19380407,-0.34,-0.16,-0.03,-0.47,-0.77,-0.61
19380408,4.62,4.61,3.01,6.03,5.3,3.78
19380409,7.78,7.87,5.01,8.68,6.8,5.22
19380411,-1.46,-1.67,-0.99,-4.38,-2.65,-2.32
19380412,-1.08,-1.53,-0.05,0.42,0.6,0.41
19380413,1.17,1.01,0.15,-2.74,-0.26,0.68
19380414,0.95,1.3,2.24,0.93,1.29,1.21
19380416,6.44,4.92,3.74,6.08,5.21,3.12
19380418,-2.29,-1.4,-1.07,-3.07,-2.61,-1.39
19380419,-3,-2.03,-0.54,-3.24,-2.8,-2.2
19380420,-1.9,-1.08,-0.18,-1.2,-1.02,-0.24
19380421,1.75,0.57,-0.02,-0.15,0.59,0.54
19380422,3.92,2.76,2.45,6.42,3.6,2.18
19380423,0.2,0.24,-0.97,-1.87,-0.85,-0.53
19380425,-2.45,-1.74,-0.08,-2.58,-1.81,-1.25
19380426,-1.99,-1.36,0.06,-2.74,-2.19,-1.46
19380427,0.67,0.52,-0.52,1.66,0.95,0.61
19380428,-3.12,-2.41,-1.96,-4.34,-3.17,-2.23
19380429,-1.17,-1.61,-0.85,0.61,-0.48,-0.25
19380430,0.46,0.55,0.66,-0.79,-0.36,-0.12
19380502,-2.14,-1.03,-1.07,-2.61,-1.89,-0.99
19380503,1.39,1.39,1.56,3.95,3.17,1.92
19380504,0.65,0.66,0.93,0.98,1.46,1.17
19380505,0.51,0,-0.08,-0.61,-0.09,-0.04
19380506,3.2,1.76,0.7,6.68,4.55,3.07
19380507,1.11,1.2,1.4,-1.17,-0.04,0.19
19380509,2.14,1.6,-0.55,5.1,2.31,1.1
19380510,0.85,-0.12,0.44,-2.41,-1.93,-0.93
19380511,1.45,0.73,0.54,2.77,1.01,0.22
19380512,-1.65,-1.1,-0.13,-1.74,-1.25,-0.23
19380513,-1.59,-0.79,-0.35,-1.25,-1.54,-1.03
19380514,-0.58,0.13,-0.05,-0.28,-0.3,0.07
19380516,-1.15,-0.79,-0.28,-2.96,-1.63,-1.22
19380517,-0.75,-0.44,-0.43,0.8,0.1,0.5
19380518,0.23,0.58,0.68,0.63,0.31,0.43
19380519,-1.44,-1.48,-1.04,-2.89,-1.82,-1.36
19380520,-1.53,-0.99,0.39,0.02,-0.95,-0.22
19380521,-1.23,-1.03,-0.33,-2.51,-2.03,-0.85
19380523,-1.16,-0.29,0.12,0.92,0.68,0.29
19380524,-1.04,-1.17,-0.2,-2.53,-1.6,-0.94
19380525,-1.46,-1.32,-1.25,-2.63,-2.4,-0.97
19380526,-4.17,-2.82,-1.5,-4.48,-3.47,-1.81
19380527,-0.37,-1.79,-0.86,1.04,-0.59,-0.09
19380528,2.85,1.85,0.74,2,1.38,1.04
19380531,-2.22,-1.63,-0.5,-2.69,-1.34,-1.01
19380601,3.24,2.34,0.85,3.6,3.16,2.22
19380602,0.34,0.9,0.69,-0.85,-0.34,0.08
19380603,-0.91,-0.6,-0.81,-0.76,-1.28,-0.88
19380604,2.2,1.48,0.61,3.33,2.94,1.53
19380606,0.6,0.8,0.62,0.97,0.93,0.73
19380607,-0.25,0.91,0.65,-1.01,-0.7,-0.13
19380608,-0.41,-0.43,0.12,0.4,0.16,0.39
19380609,2.16,2.06,1.53,3.52,3.03,1.52
19380610,-0.5,-0.43,-0.92,-2.86,-1.18,-0.63
19380611,-0.35,-0.06,-0.38,-0.21,-0.55,-0.17
19380613,-1.5,-1.38,0.09,-2.85,-2.57,-1.47
19380614,-0.61,0.02,0.22,1.94,1.27,0.43
19380615,1.08,1.01,0.3,0.01,0.29,0.48
19380616,0.8,0.33,0.44,1.32,1.18,0.59
19380617,-1.42,-0.44,-0.39,-2.14,-1.02,-0.37
19380618,0.37,0.38,0.17,0.16,0.04,0.07
19380620,6.03,4.3,1.6,9.25,7.11,3.48
19380621,5.35,4.01,2.68,4.13,4.02,1.54
19380622,5.98,4.12,1.71,4.91,3.67,2.12
19380623,5.85,5.13,2.06,5.77,3.89,1.99
19380624,2.56,1.33,0.84,2.88,1.11,0.81
19380625,2.85,1.54,0.6,3.93,2.7,1.43
19380627,0.48,0.54,1.08,-2.37,-0.77,-0.52
19380628,-1.27,-0.76,-0.48,-0.95,-0.12,-0.26
19380629,6.84,4.7,2.57,8.51,5.96,3.19
19380630,-1.13,0.68,0.3,-1.5,-1.84,-1.44
19380701,3.37,2.44,1.39,4.64,3.38,1.97
19380702,3.71,3.01,0.89,3.72,2.79,1.01
19380705,-1.73,-0.99,-0.82,-1.99,-1.83,-1.25
19380706,2.99,1.83,0.91,2.44,2.32,0.84
19380707,2.28,1.63,1.65,-0.05,-0.4,-0.06
19380708,-1.87,-1.3,-0.34,-2.82,-2.27,-0.79
19380709,0.11,-0.12,0.22,0.23,0.68,0.31
19380711,-1.65,-1.75,-0.33,-3.05,-2.39,-1
19380712,3.28,2.79,1.19,4.72,3.5,1.53
19380713,1.53,2.21,1.73,-1.34,-0.02,0.05
19380714,-2.2,-1.94,-1.17,-1.81,-1.62,-0.7
19380715,0.91,0.82,0.19,2.39,1.64,0.84
19380716,1.92,1.8,1.55,1.44,1.08,0.59
19380718,2.98,2.5,1.59,3.7,2.37,1.12
19380719,2.81,2.57,1.58,3.88,2.72,1.73
19380720,0.19,-0.54,-0.41,-1.29,-0.82,-0.51
19380721,0.51,-0.18,0.43,0.17,-0.2,-0.04
19380722,1.12,1.27,0.45,0.13,-0.01,0.34
19380723,1.62,2.03,0.54,2.34,1.97,0.88
19380725,1.32,1.34,0.39,0.01,0.59,0.47
19380726,-1.37,-1.4,-0.7,-2.31,-1.13,-0.68
19380727,-5.62,-4.79,-3.41,-4.79,-3.08,-2.47
19380728,1.52,1.75,2.26,2.79,1.78,1.23
19380729,-0.16,-0.47,0.3,-2.16,-0.79,-0.61
19380730,0.1,0.01,0.53,0.84,0.38,0.15
19380801,-1.66,-1.19,-1.29,-1.61,-0.78,-0.5
19380802,1.3,0.93,0.91,1.68,0.51,0.74
19380803,-1.46,-1.24,-0.92,-1.86,-0.98,-0.22
19380804,-0.5,0.2,-0.08,0.58,0.83,0.18
19380805,2.68,2.11,2.13,3.68,2,1.66
19380806,1.96,1.49,1.47,1.65,1.09,0.86
19380808,-1.35,-1.39,-1.16,-1.78,-0.64,-0.46
19380809,-1.68,-1.31,-0.95,-0.29,-0.45,-0.9
19380810,-0.58,-0.76,-0.91,-1.63,-0.79,-0.67
19380811,-2.95,-2.92,-2.88,-2.97,-2.17,-2.2
19380812,-3.7,-3.58,-3.72,-2.49,-1.64,-1.99
19380813,-0.59,-0.7,-0.91,-0.38,-0.42,-0.47
19380815,0.63,0.95,1.15,0.19,0.69,0.53
19380816,0.82,0.87,1.81,0.98,1.26,1.18
19380817,0.49,0.8,-0.06,0.19,0.14,0.07
19380818,-0.85,-0.32,-0.92,-0.16,-0.18,-0.39
19380819,0.65,1.45,1.66,1.53,1.15,1.69
19380820,0.79,0.52,0.31,0.35,0,0.06
19380822,-0.53,-0.6,-0.85,-1.08,-0.41,-0.33
19380823,1.94,2.9,3,2.9,2.05,2.02
19380824,1.43,2.23,1.05,0.36,-0.09,0.42
19380825,0.45,0.19,0.66,0.77,0.45,0.51
19380826,-0.2,-0.44,-0.78,-0.53,-0.71,-0.85
19380827,-1.02,-1.52,-1.2,-1.88,-0.94,-0.75
19380829,-4.31,-4.96,-4.56,-4.85,-3.35,-3.47
19380830,1.37,1.16,1.17,1.49,1.32,0.82
19380831,-0.54,0.49,0.3,0.17,0.18,0.03
19380901,-1.89,-1.71,-1.88,-1.42,-0.86,-0.86
19380902,1.67,1.57,2.43,1.95,1.78,2.45
19380903,1.61,1.84,1.25,1.51,0.94,0.66
19380906,-1.04,-1.29,-1.49,-1.62,-0.97,-0.93
19380907,0.77,2.02,1.98,1.78,0.88,1.77
19380908,-0.92,-0.32,-0.65,-0.65,-0.66,-0.79
19380909,-2.55,-2.54,-2.66,-2.26,-1.72,-2.08
19380910,-1.54,-1.41,-0.98,-1.46,-0.98,-1.05
19380912,0.01,0.61,0.19,0.97,0.86,1.31
19380913,-4.56,-5.62,-4.85,-8.33,-3.98,-4.55
19380914,-7.91,-6.86,-6.27,-3.62,-2.07,-1.44
19380915,4.33,6.24,4.99,4.8,3.16,3.48
19380916,-1.48,-2.38,-2.39,-1.79,-1.77,-1.97
19380917,-2.61,-3.65,-4.54,-3.29,-1.93,-2.4
19380919,3.66,5.2,7.19,2.48,2.36,3.21
19380920,4.37,5.31,5.81,3.45,3.31,3.69
19380921,1.37,1.34,1.88,0.59,0.37,0.68
19380922,-1.33,-1.94,-2.45,-1.42,-1.38,-1.6
19380923,-3.98,-4.12,-4.23,-3.3,-2.65,-2.84
19380924,-1.82,-1.57,-2.21,-0.4,-0.64,-0.85
19380926,-2.38,-3.36,-2.49,-3.16,-2.79,-2.45
19380927,-0.2,0.01,0.26,-0.43,-0.13,-0.09
19380928,4.65,5.59,5.77,4.68,3.68,3.81
19380929,4.56,4.2,4.54,4.62,3.15,3.59
19380930,5.33,4.68,4.34,2.76,2.66,2.69
19381001,3,2.46,2.17,2.82,1.23,1.82
19381003,1.68,2.14,1.46,0.37,0.85,0.69
19381004,0.57,-0.28,-0.08,0.14,-0.01,-0.01
19381005,4.22,4.19,3.89,3.84,2.82,2.36
19381006,0.82,0.38,-0.04,-0.56,-0.09,-0.44
19381007,0.74,-0.08,-0.13,0.27,-0.04,0.02
19381008,3.13,1.74,1.25,2.63,0.87,0.75
19381010,0.09,-0.37,0.54,-0.48,-0.16,-0.26
19381011,-1.46,-0.88,-0.22,-1.07,-0.6,-0.43
19381013,2.95,2.82,2.86,3.54,2.16,2.4
19381014,-0.54,-0.39,-0.38,-0.68,-0.23,-0.84
19381015,1.32,0.8,0.41,1.15,0.84,0.65
19381017,-1.93,-0.72,-1.6,-1.54,-0.99,-1.31
19381018,1.03,1.01,3.05,1.01,0.54,1.68
19381019,-0.07,-0.61,-0.74,-1.24,-1.02,-1.37
19381020,-0.34,0.77,0.13,2.07,1.23,1.03
19381021,2.13,0.78,1,0.06,0.18,0.29
19381022,1.71,0.97,1.49,2.14,0.72,0.9
19381024,1.55,0.45,0.05,0.62,0.26,-0.21
19381025,0.5,0.79,1.13,-0.03,0.2,0.02
19381026,-1.01,-0.54,-1.08,-0.7,-1.04,-0.91
19381027,0.11,0.31,-0.68,0.62,0.05,-0.11
19381028,-0.2,-0.99,-1.18,-0.55,-1.1,-1.35
19381029,-0.24,-0.44,-0.11,-0.48,-0.2,-0.35
19381031,0.36,0.33,1.01,-0.27,0.25,0.76
19381101,-0.02,0.45,0.39,-0.39,-0.06,-0.49
19381102,-0.5,-0.48,0.19,-0.11,0.28,0.33
19381103,0.9,0.34,0.22,0.52,0.21,0.11
19381104,0.05,-0.63,-0.64,-0.42,-0.2,-0.07
19381105,0.16,0.32,0.58,0.37,0.18,0.42
19381107,1.98,2.28,1.91,1.24,1.52,1.73
19381109,2.23,2.82,2.14,2.98,2.1,2.71
19381110,0.68,0.01,-0.71,-0.33,-0.07,-0.89
19381112,1.8,0.48,0.72,0.56,0.53,0.33
19381114,-0.69,-1.53,-1.22,-1.9,-1.54,-2.04
19381115,-1.53,-0.93,-1.36,-0.62,-0.37,-0.69
19381116,-3.1,-2.72,-3.71,-2.89,-1.89,-2.5
19381117,0.43,0.7,1.04,0.94,0.66,1.24
19381118,-2.51,-2.87,-3.11,-1.81,-1.57,-2.19
19381119,0.04,0.2,0.63,0.15,0.27,0.27
19381121,-0.2,-0.47,0.33,-0.05,-0.11,0.01
19381122,-1.11,-0.61,-0.35,-0.86,-0.61,-0.44
19381123,0.06,0.44,0.18,0.36,0.4,0.3
19381125,0.35,0.45,0.33,0.47,0.09,0.4
19381126,-1.67,-1.83,-2.28,-1.14,-1.2,-1.79
19381128,-2.77,-3,-3.55,-0.83,-1.65,-2.35
19381129,0.31,0.67,0.79,0.39,0.32,0.64
19381130,0.93,2.05,2.73,1.16,1.89,3.06
19381201,0.53,0.1,0.17,-0.17,-0.59,-0.4
19381202,-0.39,-2.3,-1.66,-0.99,-0.76,-1.32
19381203,-0.28,-0.05,-0.02,-0.03,-0.01,-0.04
19381205,-0.98,-1.63,-0.71,-0.34,-0.28,-0.62
19381206,-0.24,0.49,1.7,-0.03,0.54,1.45
19381207,0.49,0.21,0.57,0.21,0.2,0.41
19381208,-1.19,-1.7,-1.99,-0.57,-0.8,-1.41
19381209,-1.05,-1.36,-0.7,-0.77,-0.43,-0.51
19381210,-0.23,0.48,0.67,0.46,0.6,1
19381212,-0.65,0.45,0.41,0.47,0.34,0.65
19381213,0.2,0.13,0.62,0.29,0.56,1.62
19381214,1.57,2.72,2.73,2.89,1.69,2.12
19381215,0.55,0.7,1.2,0.34,0.21,0.19
19381216,-1.02,-0.93,-1.26,0.21,-0.54,-0.64
19381217,-0.17,-0.59,-0.65,-0.85,-0.2,-0.4
19381219,-0.94,-0.88,-0.48,-0.97,-0.39,-0.81
19381220,-1.15,-1.19,-1.14,-0.91,-0.23,0.02
19381221,-1.95,-1.1,-1.24,-1.14,-0.63,-0.9
19381222,0.91,-0.62,0.09,0.75,0.52,0.62
19381223,1.75,1.3,1.28,1.27,0.78,0.6
19381224,1.36,0.77,0.54,1.49,0.05,0.62
19381227,-1.5,-1.99,-1.21,-1.24,-0.66,-1.15
19381228,0.65,0.53,1.22,0.68,0.77,0.82
19381229,6.05,3.79,3.28,3.25,1.98,2.15
19381230,2.44,1.71,1.18,1.12,0.54,0.03
19381231,2.64,1.03,0.87,0.96,0.26,0.31
19390103,0.47,-0.09,-0.49,-0.29,-0.66,-1.33
19390104,2.77,1.69,1.8,1.09,0.72,1.37
19390105,-1.69,-0.96,-1.67,-1.26,-0.64,-1.88
19390106,-0.16,0.17,0.3,0.3,-0.02,0.07
19390107,-0.62,-1.44,-1.25,-1.01,-0.84,-1.34
19390109,-1.48,-1.26,-1.79,-0.76,-0.78,-1.23
19390110,0.5,0.6,1.12,-0.03,0.12,0.36
19390111,-1.93,-2.23,-2.75,-1.15,-1.41,-2.51
19390112,-1.84,-2.13,-1.31,-0.45,-0.66,-1.02
19390113,-0.27,0.18,-0.42,-0.35,-0.57,-0.74
19390114,1.71,2.27,2.78,1.69,1.77,2.72
19390116,0.5,-0.18,-0.06,-0.28,-0.06,-0.04
19390117,0.34,0.15,0.57,0.56,0.52,0.87
19390118,0.38,0.38,0.11,-0.1,-0.12,0.42
19390119,0.82,0.63,0.65,0.82,0.7,0.59
19390120,0.08,0.06,0.05,-0.19,0,-0.57
19390121,-2.13,-1.72,-3.17,-1.25,-1.67,-3.03
19390123,-4.34,-5.16,-6.48,-3.66,-3.36,-5.74
19390124,-1.3,-1.51,-1.7,-0.56,0.08,0.35
19390125,0.7,0.46,0.22,0.11,-0.38,-0.24
19390126,-2.45,-4.32,-4.85,-1.61,-2.73,-4.5
19390127,0.3,1.04,2.09,1.55,2.05,3.57
19390128,0.17,-0.02,-0.31,-0.1,-0.29,-0.61
19390130,1.28,1.49,3.29,1.2,2.25,5.05
19390131,1.72,3.64,4.43,1.08,1.15,1.87
19390201,-0.07,-0.31,-0.81,-0.72,-0.96,-1.55
19390202,0.43,1.34,1.68,1.46,1.76,2.58
19390203,0.15,-0.13,-0.31,-0.8,-0.4,-0.82
19390204,1.4,0.94,1.48,0.51,0.79,0.97
19390206,0.24,0.25,0.41,0.23,0.49,0.19
19390207,-1.49,-1.41,-1.73,-0.82,-0.85,-1.1
19390208,0.06,0.79,1.35,0.53,1.04,1.11
19390209,-0.08,-1.38,-1.43,-0.43,-1.06,-1.44
19390210,-0.65,-0.59,-0.45,-0.3,0.12,0.43
19390211,0.46,0.82,0.97,0.68,0.52,1
19390214,-0.88,-0.61,-0.45,-0.08,-0.26,-0.55
19390215,0.2,-0.16,0.08,0.19,0.18,0.37
19390216,0.69,1.65,2.09,0.4,0.86,1.44
19390217,-0.23,-0.38,-0.44,-0.75,-0.47,-0.6
19390218,0.57,0.57,1.11,0.37,0.57,0.97
19390220,-2.13,-2.42,-2.72,-2.03,-1.88,-2.97
19390221,-0.25,0.17,0.08,-0.02,0.11,0.3
19390223,-0.13,0.51,0.7,0.26,0.09,0.6
19390224,2.82,2.18,3.6,1.94,1.78,2.59
19390225,1.41,1.58,1.18,0.91,0.69,0.74
19390227,-0.05,-0.26,0.05,-0.21,0.08,-0.25
19390228,1.37,1.05,0.98,0.81,0.35,0.74
19390301,-0.12,-0.49,-0.67,0.04,0.06,-0.32
19390302,-0.5,-0.18,-0.25,-0.05,-0.03,0.09
19390303,1.13,1.44,1.26,1.29,1.11,1.49
19390304,0.79,0.68,0.52,0.38,0.28,-0.08
19390306,-1.01,-0.89,-1.24,-0.62,-0.55,-0.95
19390307,0.06,0.51,0.56,0.54,0.37,0.54
19390308,2.24,2.03,1.25,1.5,1.39,2.11
19390309,0.61,0.61,0.25,-0.65,0.17,-0.18
19390310,-0.02,0.77,0.8,0.77,0.64,0.57
19390311,-0.35,-0.28,-0.78,-0.51,-0.02,-0.94
19390313,-0.77,-0.99,-0.99,-0.49,-0.79,-0.58
19390314,-0.9,-0.05,0.38,0.23,0.39,0.46
19390315,-2.44,-2.47,-3.26,-2.15,-2.14,-2.83
19390316,0.32,-0.12,0.52,-0.02,0.07,0.06
19390317,-3.16,-3.84,-4.76,-2.61,-2.47,-3.57
19390318,-2.19,-2.11,-2.63,-1.74,-1.49,-2.01
19390320,-0.56,-0.62,0.06,-0.93,-0.68,-0.07
19390321,1.81,1.55,2.45,1.53,1.49,1.76
19390322,-3.74,-4.24,-6.01,-2.19,-2.68,-3.85
19390323,0.93,2.05,2.51,1.21,0.72,1.63
19390324,1.71,1.52,3.36,0.95,1.18,2
19390325,0.13,-0.14,-0.74,-0.18,-0.37,-0.3
19390327,-0.38,-0.09,0.25,0.2,-0.14,-0.49
19390328,-1.96,-1.84,-3.1,-1.26,-1.15,-1.7
19390329,0.23,0.66,1.66,0.5,0.59,0.89
19390330,-2.18,-3.75,-4.99,-1.35,-2.51,-4.81
19390331,-6.23,-8.41,-11.51,-3.04,-4.52,-6.16
19390401,-0.18,1.16,4.57,0.36,1.52,3.43
19390403,1.7,0.99,1.33,0.51,0.25,-0.86
19390404,-2.83,-2.68,-3.38,-1.57,-1.85,-2.33
19390405,1.5,1.45,2.14,0.63,0.81,0.78
19390406,-3.47,-4.38,-6.23,-2.08,-3.03,-4.83
19390408,-5.53,-5.79,-7.65,-3.2,-3.59,-5.85
19390410,0.3,2.28,2.38,-0.04,1.74,3.7
19390411,0.94,0.33,0.43,-0.03,-0.14,-0.57
19390412,3.69,5.57,5.32,2.79,2.67,2.82
19390413,1.32,1.48,1.71,1.52,1.03,0.91
19390414,-1.92,-2.56,-1.92,-1.29,-1.02,-1.37
19390415,2.99,4.65,5.52,2.31,2.71,4.27
19390417,-2.27,-2.88,-2.88,-1.55,-1.59,-2.33
19390418,0.43,-0.45,-1.35,-0.64,-1.03,-1.86
19390419,0.4,0.53,1.96,0.19,1.17,1.75
19390420,1.55,1.94,1.72,1.42,0.93,1.4
19390421,0.96,0.32,1.08,0.46,0.16,0.28
19390422,-0.29,-0.06,-0.28,0.07,-0.05,-0.14
19390424,-0.44,-1.09,-0.97,-1.34,-0.66,-1.03
19390425,-0.65,0.71,0.26,-0.48,-0.03,0.43
19390426,0.42,0.02,0.57,0.53,0.77,0.53
19390427,0.7,1.54,1.21,0.61,0.93,0.91
19390428,-0.12,-0.08,-0.89,-1.33,-0.88,-0.65
19390429,0.32,0.23,0.47,0.7,-0.04,-0.02
19390501,-0.04,0.08,-0.25,-0.83,-0.5,-0.22
19390502,1.48,1.38,1.13,1.49,1.1,1.11
19390503,2.22,2.9,2.75,2.91,2.27,1.71
19390504,0.48,0.68,0.42,-1.06,-0.09,-0.09
19390505,-0.37,-0.46,-0.55,-1.07,-0.4,-0.17
19390506,0.54,0.64,0.34,0.93,0.28,0.14
19390508,-0.9,-0.39,-0.45,-0.68,-0.54,0.05
19390509,2.04,1.97,2.07,3.03,1.89,1.33
19390510,0.26,0.37,0.49,-1.11,-0.63,-0.53
19390511,-0.51,-0.56,-0.15,-0.32,-0.04,0.16
19390512,-0.46,-0.55,-0.12,-1.11,-0.69,-0.28
19390513,0.06,0.4,-0.26,-0.14,0.13,0.23
19390515,-0.48,0.07,0.58,0.05,0.07,0.29
19390516,-2.27,-2.97,-2.55,-2.83,-2.34,-1.94
19390517,-1.36,-0.94,-0.84,-1.37,-0.96,-0.4
19390518,-0.01,0.13,-0.1,1.06,-0.09,0.44
19390519,0.72,0.61,1.18,1.04,0.73,0.8
19390520,0.99,0.83,0.56,1.4,0.76,0.51
19390522,0.26,0.67,0.45,0.82,0.6,1.03
19390523,-0.22,-0.29,0.55,-0.65,-0.47,-0.39
19390524,3.8,2.65,2.6,4.47,3.03,1.66
